nohhold,nomem,weeknr,gez1,gez2,gez3,gez4,gez5,gez7,gez8,gez9,huisa1,huisa2,huisa3,ziek,hziek,kans0,kans1a,kans2a,kans3a,kans4a,kans5a,kans6a,ij2,ij161,ij16br,ij181,ij241,ij162,ij16br2,ij182,ij242,ij163,ij16br3,ij183,ij243,j16a,j16abra,j16b,iz1,iz14,iz15,iz16,iz16bra,iz18,iz19,iz24,iz37,iz38,iz38br,iz40,iz41,ip20,ip21,ip22,ip23,ip24,inp27a,ip41,ip4bra,ip71,ip42,ip4bra2,ip72,ip43,ip4bra3,ip73,ip44,ip4bra4,ip74,ii20,ii21,ii22,ii23,ii41,ii4br,ii61,ii42,ii4br2,ii62,ii43,ii4br3,ii63,is20,is21,is22,is23,is24,is25,is26,is27,is28,is29,is210,is211,is41,is4br,is61,is42,is4br2,is62,is43,is4br3,is63,is44,is4br4,is64,is45,is4br5,is65,is46,is4br6,is66,is47,is4br7,is67,is48,is4br8,is68,is4n,is4brn,is4n2,is4brn2,is4n3,is4brn3,io20,io21,io22,io23,io24,io25,io26,io27,io28,io48a,io48c,io41,io4br,io42,io4br2,io43,io4br3,io44,io4br4,io45,io4br5,io46,io4br6,io47,io4br7,io48,io4br8,io48b,io4br9,io48d,io4br10,in25,in26,in11a,in12a,in29a,in29b,in29,in30,in32,in33,in35,in36,in38,in39,in41a,in42,he070,he067,he068,he069,in45,in46,in48,in2012,in16,in18,in20,in22,in49a,in50,psy1,psy2,psy3,psy4,psy5,psy6,gebeur1,gebeur2,gebeur3,gebeur4,gebeur5,gebeur6,gebeur7,gebeur8,gebeur9,laag,hoog,pro1,pro2,pro3,pro4,dnbbaan,laagpr,hoogpr,pr0,pr1a,pr2a,pr3a,pr4a
20938,1,201220,190,102,4,3,2,3, ,2,6,4,1, , , , , , ,3,2, ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,-9,5, , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1548, , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,-9,-7, ,-7, ,2, ,2, ,2,1,-9,1,1,3,-7, , , ,1,-9,5, ,14000, , , , , , , ,0,0,0,0,0,0,0,1,0,14000,15000,0,11000,12000,100, ,3.5,50,4,0,50,2,3
21140,1,201225,178,84,1,3,2,3, ,2,0,0,0,2, ,9,8,7, , , , ,1,43662, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,32,2, ,2, ,2, ,2, ,2,1,86,2,2,1,2, , , ,1,36462, , ,44590, , , , , , , ,0,0,0,0,0,0,0,1,0,44000,46000,15,35,55,75,0,1.8,2.7,2,0,1,1,0
21182,1,201225,183,68,1,3,2,2,1,2,0,0,0, , ,5,5,4, , , , ,0, , , , , , , , , , , , , , , ,1,2,1,-9,8,1,-9,1,1,26000, ,1,-9, , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,-9,-7, ,-7, ,2, ,2, ,1, , , , , ,-7, , , ,2, , , ,-9,8, , , , , , ,0,0,0,0,0,0,0,1,0,25000,35000,55,60,65,70,50,2,4,2,15,35,25,15
21261,1,201220,184,110,2,3,2,3, ,2, ,1, ,2, ,9,8,8, , , , ,2,13244, , ,1,40323, , ,1, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,127,2,1,1,2, , , ,1,39715, , ,-9,8, , , , , , ,0,0,0,0,0,0,0,1,0,36288,37740,0,25,50,50,0,4,5,4,0,0,50,25
21342,1,201220,172,79,1,3,2,3, ,2,0,1,0, , , ,9,8, , , , ,2,34139, , ,2,2168, , ,2, , , , , , , ,1,2,1,-9,-9,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,-7, ,2, ,2, ,2,1,116,2,1,1,2, , , ,1,31761, , ,30000, , , , , , , ,0,0,0,0,0,0,0,1,0,29000,32000,20,30,40,50, ,1.8,3.1,2,5,80,40,10
21424,1,201220,175,91,2,3,1,3, ,2,0,4,0, , , , ,8,7, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,18857, , ,15353, , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,797, , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,1,-7, , , ,1,25876, , ,-9,6, , , , , , ,0,0,0,0,0,1,0,0,0,20000,20000,,,,, ,2.2,4,3,15,30,15,0
21504,1,201228,175,95,2,3,2,3, ,2,2,2,0,2, ,8,6,5, , , , ,1,-9,5, ,1, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,2,2, , , ,1,-9,9, ,-9,9, , , , , , ,0,0,0,0,0,0,0,0,1,0,0,,,,,0,1,30,3,0,25,50,50
21594,1,201225,172,68,2,3,2,3, ,2, , , ,2, ,7,5,4, , , , ,1,31000, , ,3, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5000,2, ,2, ,-7, ,-7, ,2, ,2, ,2,4,2450,1,1,1,2, , , ,1,50000, , ,40000, , , , , , , ,0,0,0,0,0,0,0,1,0,30000,31000,80,80,80,80,2,1.8,4.1,3,3,40,19,4
21594,2,201225,170,72,2,2,2,3, ,2,0,1,0,1,3,5,5,5, , , , ,1,-9,3, ,3, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , ,-9,1, , ,-9,1,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,1,1,2, , , ,1,-9,-9,-9,40000, , , , , , , ,0,0,0,0,0,0,0,0,1,30000,42000,10,20,40,70,75,1.5,4,2,0,30,30,10
21665,1,201220,186,80,2,3,2,3, ,2,10,1,0,2, , ,8,7, , , , ,1,14000, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,1,1,1,2, , , ,2, , , ,40000, , , , , , , ,0,0,0,0,0,0,1,0,0,35000,37500,50,60,70,80,10,5,15,3,0,5,25,50
21665,2,201220,171,65,4,4,1,3, ,2,4,0,5,1,365, ,5,5, , , , ,1,-9,4, ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,2,1,2,2,-9,4, , , , , , , ,2,2,1,2,2,1,2,2,2,2,2,2, , , ,-9,-9,-9, , , , , , ,-9,-9,-9, , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,-7, ,2, ,2, ,3,1,285,2,1,1,2, , , ,1,-9,-9,-9,-9,9, , , , , , ,0,0,0,0,0,1,0,0,0,36000,40000,50,60,70,80,90,2,3,2,30,50,10,2
21735,1,201220,172,71,2,4,2,1, ,2,0,3,0,2, , ,8,7, , , , ,1,58000, , ,3, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,250,2, ,2, ,2, ,2, ,2, ,2, ,2,1,-9,2,1,1,2, , , ,1,-9,8, ,32500, , , , , , , ,0,0,0,0,0,0,1,0,0,25000,32500,2,3,4,5,50,2,3,3,60,65,20,10
21847,1,201220,170,68,2,3,2,2,1,2,1,3,0, , , ,8,5, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,1,2,2,2, ,23112, , , , , , , , , , , ,2,2,1,2, , , ,13482, , , , , ,2,2,2,2,2,2,2,2,1,2,2,2, , , , , , , , , , , , , , , , , , , , , ,2322, , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,-9,-7, ,-7, ,2, ,2, ,2,1,110,2,1,1,-7, , , ,1,38916, , ,-9,8, , , , , , ,0,0,0,0,0,0,0,1,0,36000,38000,100,60,40,20, ,2.5,5,3,10,40,20,10
21847,2,201220,165,70,2,2,1,3, ,2,1,0,0, , , , ,8,6, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,2400, , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,110,2,1,1,-7, , , ,1,-9,2, ,2600, , , , , , , ,0,0,0,0,0,0,0,1,0,26000,26000,,,,, ,1.5,8.9,6,5,40,15,12
21852,1,201220,177,60,3,4,1,3, ,2, ,4, , , , ,8,8, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,-9,1, , , , ,2,2,2,2,2,1,2,2,2,2,2, , , , , , , , , ,3, , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,-9,1,1,1,-7, , , ,1,-9,3, ,-9,1, , , , , , ,0,0,0,0,0,0,0,1,0,0,0,,,,, ,1.5,2.4,2,0,3,1,0
22018,1,201220,174,99,2,3,2,3, ,2,2,1,0,1,14, ,7,6, , , , ,1,45000, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,-9,2,2,3,2, , , ,2, , , ,55000, , , , , , , ,0,0,0,0,0,0,0,0,1,50000,57000,10,20,30,40,10,2,5,2,25,10,25,5
22058,1,201220,184,85,2,3,2,3, ,2,3,4, ,1,30, , ,7,7, , , ,1,14297, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,2,1,2,2,2, ,20339, , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,-9,2,1,2,2, , , ,1,32810, , ,-9,6, , , , , , ,0,0,0,0,0,1,1,0,0,13000,17000,10,20,50,80,0,0.8,2.1,3,70,80,30,10
22309,1,201220,171,69,2,3,2,2,1,2,3,1, ,1,3,7,6,5, , , , ,1,28800, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , ,-9,1, , ,50, ,2,1,2,2,2,1,1,2,2,2,2,-9,3, , , , , , ,26000, ,11400, , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,124,2,1,1,2, , , ,1,54000, , ,38000, , , , , , , ,0,0,0,0,0,0,1,0,0,36000,40000,5,20,50,99,10,2,4,2,1,10,20,10
22342,1,201220,166,58,2,3,1,3, ,2,2,1,0,1,2,8,6,5, , , , ,1,37932, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2700, , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,294,2,1,1,2, , , ,1,32432, , ,36000, , , , , , , ,0,0,0,0,0,0,0,1,0,34000,37000,20,30,40,50,5,1.5,5,3,10,50,30,15
22366,1,201225,170,52,1,4,2,3, ,2,0,1,0, , ,9,6,4, , , , ,2,850, , ,1,450, , ,1, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,790, , , , , ,2,2,2,1,1,2,2,2,2,2,2, , , , ,750, ,9900, , , , , , , , , , , , , ,2, ,1,730,2, ,-7, ,-7, ,2, ,2, ,2,5, ,2,1,1,-7, , , ,1,1367, , ,920, , , , , , , ,0,1,0,0,0,0,0,0,0,5000,10000,0,2,30,50,85,0.3,4,2,40,40,35,25
22370,1,201220,183,100,4,4,1,2,2,2,3,4,2, , , ,5,3, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,25000, , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,1,2,2,2,2,2,2,2,2,2, , , ,25000, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,1,-9,-7, ,-7, ,1,1600,1,1000,2,4,220,2,1,1,-7, , , ,1,34000, , ,27000, , , , , , , ,0,0,0,0,0,0,0,1,0,23000,27000,0,60,30,40, ,4.3,6,5,10,20,60,50
22468,1,201220,164,72,3,3,1,3, ,2, ,6, , , , , ,7,6, , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,3742, , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,1,2,2,2,2,2,2,2,2,2, , , ,7290, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,148,1,1,1,-7, , , ,2, , , ,-9,7, , , , , , ,1,0,0,0,0,0,1,0,0,18000,22000,40,40,50,100, ,2.3,3.1,2,20,40,40,1
22468,2,201220,178,78,3,2,1,3, ,2,3,3, ,1,36, , ,6,5, , , ,1,14552, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,2,2, , , , ,9445, , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,48, , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,106,1,2,1,2, , , ,1,-9,6, ,-9,7, , , , , , ,0,0,0,0,0,1,0,0,0,20000,22000,30,32,35,37,20,2,4,3,0,0,70,10
22479,1,201220,179,88,2,3,2,2,2,2,0,0,0,2, ,10,9,8, , , , ,1,53494, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,280,1,1,2,1,21000,12,3,1,53494, , ,53494, , , , , , , ,0,1,0,0,0,0,1,0,0,53000,56000,0,0,0,30,5,4.7,6.1,4,0,40,10,5
22768,2,201225,180,77,3,3,1,3, ,2,5,5,0,1,25,8,7,6, , , , ,1,18000, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,-9,-9,-9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,-9,2,1,1,2, , , ,1,-9,-9,-9,-9,9, , , , , , ,0,0,0,0,0,0,0,1,0,0,0,,,,,50,4,4,2,2,0,100,100
22891,2,201225,191,90,2,2,2,3, ,2,2,2, ,1,2, ,5,0, , , , ,1,62311, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,-9,1,2, ,2, ,1,-9,-7, ,-7, ,2, ,1,-9,2,1,490,2,1,1,2, , , ,1,48363, , ,60000, , , , , , , ,0,1,0,0,0,0,0,0,0,55000,65000,0,0,5,5,5,1.5,2.5,2,10,50,25,0
22921,1,201220,186,72,3,3,2,3, ,2, ,2, , , , , ,9,8, , , ,1,-9,1, ,3, , , , , , , , , , , ,1,2,1,-9,-9,2, ,2, , , , , ,2,2,1,1,1,1, , , ,12872, , ,9,5, ,-9,-9,-9, , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,1,1,-9,3, , , , , , , , , , , , , , ,-9,-9,-9,-9,2, ,2, ,2, ,2, ,-7, ,2, ,1,8000,2,4,1650,1,1,1,2, , , ,2, , , ,-9,6, , , , , , ,0,0,0,0,0,0,0,1,0,20000,25000,0,10,20,50, ,1.5,3.3,3,10,50,10,5
22921,2,201220,165,59,2,3,2,3, ,2,0,1,0, , , ,8,8, , , , ,1,-9,6, ,1, , , , , , , , , , , ,1,1,1,-9,-9,2, ,1,1,-9,6,2, ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,2,2,2,2,2,2,2,2,1,-9,-9, , , , , , , , , , , , , , , , ,-9,-9,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,4,-9,1,2,1,2, , , ,1,-9,-9,-9,-9,1, , , , , , ,0,0,0,0,0,0,0,1,0,0,0,,,,, ,5,5,5,50,30,40,10
22935,1,201220,193,100,2,3,2,3, ,2, ,1, , , ,9,5,4, , , , ,1,20000, , ,3, , , , , , , , , , , ,1,1,1,22000, ,2, ,1,1,30000, ,2, ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,150, ,2000, ,2, ,2, ,2, ,-7, ,-7, ,2, ,1,-9,2,4,900,2,2,6,2, , , ,2, , , ,5000, , , , , , , ,0,0,1,0,0,0,0,0,0,30000,50000,20,30,40,80,10,2,4,2,10,70,20,10
23001,1,201220,173,80,2,3,2,2,1,2, ,2, , , , , , , ,4,0, ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,13000, , ,22000, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,840, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,117,2,2,1,2, , , ,1,30000, , ,35000, , , , , , , ,0,0,0,0,0,0,0,1,0,30000,30000,,,,, ,2.5,5,3,100,50,0,0
23038,1,201220,178,91,3,3,1,3, ,2, ,4, , , , , ,8,5, , , ,0, , , , , , , , , , , , , , , ,1,2,1,-9,-9,2, ,1,1,-9,3,2, ,2,2,1,1,2,1, , , ,8334, , ,21897, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,1,-9,1,-9,2, ,2, ,2, ,2, ,2,1,196,2,1,1,2, , , ,1,-9,6, ,-9,9, , , , , , ,0,0,0,0,1,0,0,0,0,36000,40000,0,0,0,20,0,2.5,3.5,3,0,20,10,5
23107,1,201220,168,80,3,4,1,3, ,2, ,3, , , , , , , , ,5,3,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , ,2,2,1,1,2,1, , , ,13543, , ,14499, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , ,17, ,599, ,2, ,2, ,2, ,-7, ,-7, ,2, ,1,900,2,1,121,1,1,1,-7, , , ,1,24993, , ,23018, , , , , , , ,0,0,0,0,0,0,0,1,0,22500,23018,50,100,100,100, ,2,3.5,2,0,50,50,10
23197,1,201220,173,96,2,3,1,3, ,2,0,0,0,2, ,7,3,1, , , , ,1,-9,3, ,3, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,1,2,2,2,2,2,2, , , , , , , , , , , , ,-9,2, , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,-7, ,2, ,2, ,2,4,-9,1,1,3,2, , , ,1,-9,6, ,1500, , , , , , , ,0,0,0,0,0,0,0,1,0,17760,20000,100,50,35,15,0,5,10,7,10,8,50,35
23197,3,201225,162,55,1,3,2,3, ,2,0,0,0, , ,8,6,5, , , , ,0, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,5, ,1,1,-9,-7, , , ,2, , , , , , , , , , , ,0,0,0,0,0,0,0,1,0,1400,1600,60,50,35,30, ,10,15,5,15,15,70,50
23260,1,201220,176,63,2,3,2,2,1,2,0,1,0, , ,10,8,6, , , , ,0, , , , , , , , , , , , , , , ,1,2,2,1500, ,2, ,1,1,300, ,2, , , , , , , , , , , , , , , , , , , ,2,2,1,2, , , ,10019, , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,-9,1, , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,1,5000,2, ,1,50,-7, ,-7, ,2, ,2, ,2,1,166,1,1,3,-7, , , ,2, , , ,-9,5, , , , , , ,0,0,1,0,0,0,0,0,0,10000,16000,100,100,100,100,0,1.2,4.2,3,0,40,10,5
23628,1,201220,169,65,2,3,2,3, ,2,0,0,0,2, ,8,8,6, , , , ,1,-9,3, ,3, , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,2,2,2,2,2,2,2,2,2,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,-9,1, , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,142,1,1,1,2, , , ,1,-9,1, ,-9,6, , , , , , ,0,0,0,0,0,0,0,1,0,900,1100,50,50,50,50,50,2,5,2,1,2,3,4
23677,1,201220,187,103,3,3,1,3, ,2, ,1, , , , , , ,5,0, , ,0, , , , , , , , , , , , , , , ,1,2,1,-9,7,2, ,2, , , , , ,2,2,1,1,2,1, , , ,9445, , ,22698, , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,1,30246,2, ,-7, ,-7, ,2, ,2, ,2,1,262,2,1,1,-7, , , ,1,54426, , ,50000, , , , , , , ,0,0,0,0,0,0,0,1,0,50000,50000,,,,, ,2.5,5,2,0,0,0,0
23758,2,201220,170,75,2,3,2,2,2,2,0,1,0,2, , ,6,6, , , , ,1,23115, , ,1, , , , , , , , , , , ,2, , , , , , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , ,1,2,2,2, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , ,2, ,2, ,2, ,-7, ,-7, ,2, ,2, ,2,1,350,2,1,1,2, , , ,2, , , ,-9,5, , , , , , ,0,0,0,0,0,0,0,1,0,1200,1200,,,,,0,5,10,5,0,50,50,10
